state,district,district_unique,indicator,nfhs4,nfhs5
Bihar,Patna,patna_bihar,overweight,0.9,1.4
Bihar,Purba Champaran,purba_champaran_bihar,stunting,47.2,49.1
Bihar,Purba Champaran,purba_champaran_bihar,wasting,4.8,5.7
Bihar,Purba Champaran,purba_champaran_bihar,underweight,40.8,37.9
Bihar,Purba Champaran,purba_champaran_bihar,overweight,0.8,3.8
Bihar,Purnia,purnia_bihar,stunting,52.1,43.5
Bihar,Purnia,purnia_bihar,wasting,5.7,8
Bihar,Purnia,purnia_bihar,underweight,47,47.1
Bihar,Purnia,purnia_bihar,overweight,2.1,0.8
Bihar,Rohtas,rohtas_bihar,stunting,48.5,40
Bihar,Rohtas,rohtas_bihar,wasting,6.7,18
Bihar,Rohtas,rohtas_bihar,underweight,45.1,48.2
Bihar,Rohtas,rohtas_bihar,overweight,0.9,2.5
Bihar,Saharsa,saharsa_bihar,stunting,43.9,47.8
Bihar,Saharsa,saharsa_bihar,wasting,10.5,8.3
Bihar,Saharsa,saharsa_bihar,underweight,44.4,42.7
Bihar,Saharsa,saharsa_bihar,overweight,0.9,1.9
Bihar,Samastipur,samastipur_bihar,stunting,49.2,44
Bihar,Samastipur,samastipur_bihar,wasting,6.1,7.9
Bihar,Samastipur,samastipur_bihar,underweight,41.3,42.8
Bihar,Samastipur,samastipur_bihar,overweight,0.7,1.7
Bihar,Saran,saran_bihar,stunting,46.1,39.7
Bihar,Saran,saran_bihar,wasting,4.6,10
Bihar,Saran,saran_bihar,underweight,40.4,45
Bihar,Saran,saran_bihar,overweight,1.5,2
Bihar,Sheikhpura,sheikhpura_bihar,stunting,46.4,53.6
Bihar,Sheikhpura,sheikhpura_bihar,wasting,10.8,7.7
Bihar,Sheikhpura,sheikhpura_bihar,underweight,51.7,37.6
Bihar,Sheikhpura,sheikhpura_bihar,overweight,0.8,5.6
Bihar,Sheohar,sheohar_bihar,stunting,53,34.4
Bihar,Sheohar,sheohar_bihar,wasting,4.3,21.4
Bihar,Sheohar,sheohar_bihar,underweight,42.8,42.2
Bihar,Sheohar,sheohar_bihar,overweight,0.8,3.4
Bihar,Sitamarhi,sitamarhi_bihar,stunting,57.3,54.2
Bihar,Sitamarhi,sitamarhi_bihar,wasting,4.6,4.7
Bihar,Sitamarhi,sitamarhi_bihar,underweight,47.7,40.8
Bihar,Sitamarhi,sitamarhi_bihar,overweight,1,2.2
Bihar,Siwan,siwan_bihar,stunting,37.9,36.7
Bihar,Siwan,siwan_bihar,wasting,6,5.8
Bihar,Siwan,siwan_bihar,underweight,31.6,30.8
Bihar,Siwan,siwan_bihar,overweight,1.9,3.1
Bihar,Supaul,supaul_bihar,stunting,48.1,42.3
Bihar,Supaul,supaul_bihar,wasting,7.2,8.2
Bihar,Supaul,supaul_bihar,underweight,43.4,45
Bihar,Supaul,supaul_bihar,overweight,1.7,1.4
Bihar,Vaishali,vaishali_bihar,stunting,53.7,38.3
Bihar,Vaishali,vaishali_bihar,wasting,4.9,6.5
Bihar,Vaishali,vaishali_bihar,underweight,41.3,38.4
Bihar,Vaishali,vaishali_bihar,overweight,1.1,3.8
Chhattisgarh,Balod,balod_chhattisgarh,stunting,37.6,33.6
Chhattisgarh,Balod,balod_chhattisgarh,wasting,8.4,8
Chhattisgarh,Balod,balod_chhattisgarh,underweight,37.7,36
Chhattisgarh,Balod,balod_chhattisgarh,overweight,2.9,7.7
Chhattisgarh,Baloda Bazar,baloda_bazar_chhattisgarh,stunting,37.6,40.9
Chhattisgarh,Baloda Bazar,baloda_bazar_chhattisgarh,wasting,8.4,9.4
Chhattisgarh,Baloda Bazar,baloda_bazar_chhattisgarh,underweight,37.7,34.1
Chhattisgarh,Baloda Bazar,baloda_bazar_chhattisgarh,overweight,2.9,7.3
Chhattisgarh,Balrampur,balrampur_chhattisgarh,stunting,37.6,35.1
Chhattisgarh,Balrampur,balrampur_chhattisgarh,wasting,8.4,7.9
Chhattisgarh,Balrampur,balrampur_chhattisgarh,underweight,37.7,38.8
Chhattisgarh,Balrampur,balrampur_chhattisgarh,overweight,2.9,1.6
Chhattisgarh,Bastar,bastar_chhattisgarh,stunting,37.6,48.1
Chhattisgarh,Bastar,bastar_chhattisgarh,wasting,8.4,9.1
Chhattisgarh,Bastar,bastar_chhattisgarh,underweight,37.7,45.2
Chhattisgarh,Bastar,bastar_chhattisgarh,overweight,2.9,5.2
Chhattisgarh,Bemetara,bemetara_chhattisgarh,stunting,37.6,38.4
Chhattisgarh,Bemetara,bemetara_chhattisgarh,wasting,8.4,3.9
Chhattisgarh,Bemetara,bemetara_chhattisgarh,underweight,37.7,27.6
Chhattisgarh,Bemetara,bemetara_chhattisgarh,overweight,2.9,4.1
Chhattisgarh,Bijapur,bijapur_chhattisgarh,stunting,48.2,53.8
Chhattisgarh,Bijapur,bijapur_chhattisgarh,wasting,13.8,8
Chhattisgarh,Bijapur,bijapur_chhattisgarh,underweight,47.2,46.1
Chhattisgarh,Bijapur,bijapur_chhattisgarh,overweight,7.8,3.9
Chhattisgarh,Bilaspur,bilaspur_chhattisgarh,stunting,37.6,25.7
Chhattisgarh,Bilaspur,bilaspur_chhattisgarh,wasting,8.4,10.9
Chhattisgarh,Bilaspur,bilaspur_chhattisgarh,underweight,37.7,28
Chhattisgarh,Bilaspur,bilaspur_chhattisgarh,overweight,2.9,4.4
Chhattisgarh,Dantewada,dantewada_chhattisgarh,stunting,37.6,45.6
Chhattisgarh,Dantewada,dantewada_chhattisgarh,wasting,8.4,9.6
Chhattisgarh,Dantewada,dantewada_chhattisgarh,underweight,37.7,45.8
Chhattisgarh,Dantewada,dantewada_chhattisgarh,overweight,2.9,9.8
Chhattisgarh,Dhamtari,dhamtari_chhattisgarh,stunting,34.2,30.5
Chhattisgarh,Dhamtari,dhamtari_chhattisgarh,wasting,9.9,6
Chhattisgarh,Dhamtari,dhamtari_chhattisgarh,underweight,40.2,28.9
Chhattisgarh,Dhamtari,dhamtari_chhattisgarh,overweight,0.9,2.7
Chhattisgarh,Durg,durg_chhattisgarh,stunting,37.6,38.9
Chhattisgarh,Durg,durg_chhattisgarh,wasting,8.4,10.1
Chhattisgarh,Durg,durg_chhattisgarh,underweight,37.7,27.7
Chhattisgarh,Durg,durg_chhattisgarh,overweight,2.9,3
Chhattisgarh,Gariyaband,gariyaband_chhattisgarh,stunting,37.6,28.9
Chhattisgarh,Gariyaband,gariyaband_chhattisgarh,wasting,8.4,10.6
Chhattisgarh,Gariyaband,gariyaband_chhattisgarh,underweight,37.7,22.1
Chhattisgarh,Gariyaband,gariyaband_chhattisgarh,overweight,2.9,13.5
Chhattisgarh,Janjgir - Champa,janjgir_champa_chhattisgarh,stunting,36.8,32.5
Chhattisgarh,Janjgir - Champa,janjgir_champa_chhattisgarh,wasting,7.3,12
Chhattisgarh,Janjgir - Champa,janjgir_champa_chhattisgarh,underweight,34.7,30.2
Chhattisgarh,Janjgir - Champa,janjgir_champa_chhattisgarh,overweight,3.5,6.6
Chhattisgarh,Jashpur,jashpur_chhattisgarh,stunting,35.1,35.8
Chhattisgarh,Jashpur,jashpur_chhattisgarh,wasting,4.8,3.9
Chhattisgarh,Jashpur,jashpur_chhattisgarh,underweight,35.2,33.6
Chhattisgarh,Jashpur,jashpur_chhattisgarh,overweight,1.3,1
Chhattisgarh,Kabeerdham,kabeerdham_chhattisgarh,stunting,40.4,37.9
Chhattisgarh,Kabeerdham,kabeerdham_chhattisgarh,wasting,4.3,3.1
Chhattisgarh,Kabeerdham,kabeerdham_chhattisgarh,underweight,38.4,27.3
Chhattisgarh,Kabeerdham,kabeerdham_chhattisgarh,overweight,1,6
Chhattisgarh,Kodagaon,kodagaon_chhattisgarh,stunting,37.6,37.6
Chhattisgarh,Kodagaon,kodagaon_chhattisgarh,wasting,8.4,8.8
Chhattisgarh,Kodagaon,kodagaon_chhattisgarh,underweight,37.7,42.2
Chhattisgarh,Kodagaon,kodagaon_chhattisgarh,overweight,2.9,5.5
Chhattisgarh,Korba,korba_chhattisgarh,stunting,33.2,34.7
Chhattisgarh,Korba,korba_chhattisgarh,wasting,6.6,8
Chhattisgarh,Korba,korba_chhattisgarh,underweight,36.6,27.9
Chhattisgarh,Korba,korba_chhattisgarh,overweight,0,6.3
Chhattisgarh,Koriya,koriya_chhattisgarh,stunting,30.6,32.1
Chhattisgarh,Koriya,koriya_chhattisgarh,wasting,10.2,4.7
Chhattisgarh,Koriya,koriya_chhattisgarh,underweight,34.5,31.8
Chhattisgarh,Koriya,koriya_chhattisgarh,overweight,1.4,0.3
Chhattisgarh,Mahasamund,mahasamund_chhattisgarh,stunting,43.7,36.8
Chhattisgarh,Mahasamund,mahasamund_chhattisgarh,wasting,5.8,3.6
Chhattisgarh,Mahasamund,mahasamund_chhattisgarh,underweight,38.1,25.8
Chhattisgarh,Mahasamund,mahasamund_chhattisgarh,overweight,1.7,3.4
Chhattisgarh,Mungeli,mungeli_chhattisgarh,stunting,37.6,30.1
Chhattisgarh,Mungeli,mungeli_chhattisgarh,wasting,8.4,5
Chhattisgarh,Mungeli,mungeli_chhattisgarh,underweight,37.7,30.6
Chhattisgarh,Mungeli,mungeli_chhattisgarh,overweight,2.9,2.1
Chhattisgarh,Narayanpur,narayanpur_chhattisgarh,stunting,49,43.7
Chhattisgarh,Narayanpur,narayanpur_chhattisgarh,wasting,16.2,8.3
Chhattisgarh,Narayanpur,narayanpur_chhattisgarh,underweight,49.2,39.5
Chhattisgarh,Narayanpur,narayanpur_chhattisgarh,overweight,7.7,6.3
Chhattisgarh,Raigarh,raigarh_chhattisgarh,stunting,39.2,39.1
Chhattisgarh,Raigarh,raigarh_chhattisgarh,wasting,8.1,2.9
Chhattisgarh,Raigarh,raigarh_chhattisgarh,underweight,37.1,28
Chhattisgarh,Raigarh,raigarh_chhattisgarh,overweight,0.7,0.6
Chhattisgarh,Raipur,raipur_chhattisgarh,stunting,37.6,32.2
Chhattisgarh,Raipur,raipur_chhattisgarh,wasting,8.4,10.3
Chhattisgarh,Raipur,raipur_chhattisgarh,underweight,37.7,32.3
Chhattisgarh,Raipur,raipur_chhattisgarh,overweight,2.9,5.6
Chhattisgarh,Rajnandgaon,rajnandgaon_chhattisgarh,stunting,48.8,27.6
Chhattisgarh,Rajnandgaon,rajnandgaon_chhattisgarh,wasting,6.2,6.5
Chhattisgarh,Rajnandgaon,rajnandgaon_chhattisgarh,underweight,36.6,31
Chhattisgarh,Rajnandgaon,rajnandgaon_chhattisgarh,overweight,11.1,2.2
Chhattisgarh,Sukma,sukma_chhattisgarh,stunting,37.6,41.8
Chhattisgarh,Sukma,sukma_chhattisgarh,wasting,8.4,9.9
Chhattisgarh,Sukma,sukma_chhattisgarh,underweight,37.7,37.4
Chhattisgarh,Sukma,sukma_chhattisgarh,overweight,2.9,6.5
Chhattisgarh,Surajpur,surajpur_chhattisgarh,stunting,37.6,27.6
Chhattisgarh,Surajpur,surajpur_chhattisgarh,wasting,8.4,5.8
Chhattisgarh,Surajpur,surajpur_chhattisgarh,underweight,37.7,32.3
Chhattisgarh,Surajpur,surajpur_chhattisgarh,overweight,2.9,0.4
Chhattisgarh,Surguja,surguja_chhattisgarh,stunting,37.6,29.4
Chhattisgarh,Surguja,surguja_chhattisgarh,wasting,8.4,7.6
Chhattisgarh,Surguja,surguja_chhattisgarh,underweight,37.7,30.6
Chhattisgarh,Surguja,surguja_chhattisgarh,overweight,2.9,1.3
Chhattisgarh,Uttar Bastar Kanker,uttar_bastar_kanker_chhattisgarh,stunting,36.3,24.8
Chhattisgarh,Uttar Bastar Kanker,uttar_bastar_kanker_chhattisgarh,wasting,10.1,15.7
Chhattisgarh,Uttar Bastar Kanker,uttar_bastar_kanker_chhattisgarh,underweight,49.9,36.1
Chhattisgarh,Uttar Bastar Kanker,uttar_bastar_kanker_chhattisgarh,overweight,0.8,2.6
Dadra & Nagar Haveli And Daman & Diu,Dadra & Nagar Haveli,dadra_nagar_haveli_dadra_nagar_haveli_and_daman_diu,stunting,41.7,42.4
Dadra & Nagar Haveli And Daman & Diu,Dadra & Nagar Haveli,dadra_nagar_haveli_dadra_nagar_haveli_and_daman_diu,wasting,11.4,3.3
Dadra & Nagar Haveli And Daman & Diu,Dadra & Nagar Haveli,dadra_nagar_haveli_dadra_nagar_haveli_and_daman_diu,underweight,38.9,42.1
Dadra & Nagar Haveli And Daman & Diu,Dadra & Nagar Haveli,dadra_nagar_haveli_dadra_nagar_haveli_and_daman_diu,overweight,4.5,1.5
Dadra & Nagar Haveli And Daman & Diu,Daman,daman_dadra_nagar_haveli_and_daman_diu,stunting,18.9,30
Dadra & Nagar Haveli And Daman & Diu,Daman,daman_dadra_nagar_haveli_and_daman_diu,wasting,14,7.9
Dadra & Nagar Haveli And Daman & Diu,Daman,daman_dadra_nagar_haveli_and_daman_diu,underweight,25.2,29.3
Dadra & Nagar Haveli And Daman & Diu,Daman,daman_dadra_nagar_haveli_and_daman_diu,overweight,2.5,1.4
Dadra & Nagar Haveli And Daman & Diu,Diu,diu_dadra_nagar_haveli_and_daman_diu,stunting,37.3,33.9
Dadra & Nagar Haveli And Daman & Diu,Diu,diu_dadra_nagar_haveli_and_daman_diu,wasting,5.7,3.8
Dadra & Nagar Haveli And Daman & Diu,Diu,diu_dadra_nagar_haveli_and_daman_diu,underweight,31.1,28.5
Dadra & Nagar Haveli And Daman & Diu,Diu,diu_dadra_nagar_haveli_and_daman_diu,overweight,0.7,8.2
NCT Delhi,Central,central_nct_delhi,stunting,31.9,33.5
NCT Delhi,Central,central_nct_delhi,wasting,4.6,7
NCT Delhi,Central,central_nct_delhi,underweight,27,25.5
NCT Delhi,Central,central_nct_delhi,overweight,1.2,4.1
NCT Delhi,East,east_nct_delhi,stunting,31.9,35.2
NCT Delhi,East,east_nct_delhi,wasting,4.6,4.3
NCT Delhi,East,east_nct_delhi,underweight,27,29.9
NCT Delhi,East,east_nct_delhi,overweight,1.2,6.1
NCT Delhi,New Delhi,new_delhi_nct_delhi,stunting,31.9,27.4
NCT Delhi,New Delhi,new_delhi_nct_delhi,wasting,4.6,2.9
NCT Delhi,New Delhi,new_delhi_nct_delhi,underweight,27,20.7
NCT Delhi,New Delhi,new_delhi_nct_delhi,overweight,1.2,3.7
NCT Delhi,North,north_nct_delhi,stunting,31.9,25
NCT Delhi,North,north_nct_delhi,wasting,4.6,3.8
NCT Delhi,North,north_nct_delhi,underweight,27,17.4
NCT Delhi,North,north_nct_delhi,overweight,1.2,2.9
NCT Delhi,North East,north_east_nct_delhi,stunting,31.9,38.7
NCT Delhi,North East,north_east_nct_delhi,wasting,4.6,3.8
NCT Delhi,North East,north_east_nct_delhi,underweight,27,21.8
NCT Delhi,North East,north_east_nct_delhi,overweight,1.2,6.2
NCT Delhi,North West,north_west_nct_delhi,stunting,31.9,26.9
NCT Delhi,North West,north_west_nct_delhi,wasting,4.6,5.9
NCT Delhi,North West,north_west_nct_delhi,underweight,27,22.8
NCT Delhi,North West,north_west_nct_delhi,overweight,1.2,3.2
NCT Delhi,Shahdara,shahdara_nct_delhi,stunting,31.9,32.9
NCT Delhi,Shahdara,shahdara_nct_delhi,wasting,4.6,11.5
NCT Delhi,Shahdara,shahdara_nct_delhi,underweight,27,30.2
NCT Delhi,Shahdara,shahdara_nct_delhi,overweight,1.2,3.7
NCT Delhi,South,south_nct_delhi,stunting,31.9,33.4
NCT Delhi,South,south_nct_delhi,wasting,4.6,1.7
NCT Delhi,South,south_nct_delhi,underweight,27,18.9
NCT Delhi,South,south_nct_delhi,overweight,1.2,7.1
NCT Delhi,South East,south_east_nct_delhi,stunting,31.9,21.7
NCT Delhi,South East,south_east_nct_delhi,wasting,4.6,7.1
NCT Delhi,South East,south_east_nct_delhi,underweight,27,20.4
NCT Delhi,South East,south_east_nct_delhi,overweight,1.2,4.6
NCT Delhi,South West,south_west_nct_delhi,stunting,31.9,27.1
NCT Delhi,South West,south_west_nct_delhi,wasting,4.6,3.4
NCT Delhi,South West,south_west_nct_delhi,underweight,27,16.8
NCT Delhi,South West,south_west_nct_delhi,overweight,1.2,4.7
NCT Delhi,West,west_nct_delhi,stunting,31.9,36.1
NCT Delhi,West,west_nct_delhi,wasting,4.6,3.5
NCT Delhi,West,west_nct_delhi,underweight,27,19
NCT Delhi,West,west_nct_delhi,overweight,1.2,2.1
Goa,North Goa,north_goa_goa,stunting,21.4,24.2
Goa,North Goa,north_goa_goa,wasting,7.2,7.3
Goa,North Goa,north_goa_goa,underweight,23.8,25.8
Goa,North Goa,north_goa_goa,overweight,3.9,2.7
Goa,South Goa,south_goa_goa,stunting,18.3,28.3
Goa,South Goa,south_goa_goa,wasting,12.5,8
Goa,South Goa,south_goa_goa,underweight,23.9,21
Goa,South Goa,south_goa_goa,overweight,3.5,2.8
Gujarat,Ahmedabad,ahmedabad_gujarat,stunting,38.5,35.5
Gujarat,Ahmedabad,ahmedabad_gujarat,wasting,9.5,7.4
Gujarat,Ahmedabad,ahmedabad_gujarat,underweight,39.3,34
Gujarat,Ahmedabad,ahmedabad_gujarat,overweight,1.9,4.6
Gujarat,Amreli,amreli_gujarat,stunting,37.8,35.3
Gujarat,Amreli,amreli_gujarat,wasting,6.4,7.2
Gujarat,Amreli,amreli_gujarat,underweight,31.7,30.6
Gujarat,Amreli,amreli_gujarat,overweight,0.5,6.8
Gujarat,Anand,anand_gujarat,stunting,48.2,38.4
Gujarat,Anand,anand_gujarat,wasting,7.4,10.9
Gujarat,Anand,anand_gujarat,underweight,41.3,46.6
Gujarat,Anand,anand_gujarat,overweight,0.7,3.8
Gujarat,Aravali,aravali_gujarat,stunting,38.5,47.1
Gujarat,Aravali,aravali_gujarat,wasting,9.5,9.3
Gujarat,Aravali,aravali_gujarat,underweight,39.3,47.2
Gujarat,Aravali,aravali_gujarat,overweight,1.9,3.3
Gujarat,Banaskantha,banaskantha_gujarat,stunting,40.7,39
Gujarat,Banaskantha,banaskantha_gujarat,wasting,8.5,8.5
Gujarat,Banaskantha,banaskantha_gujarat,underweight,43.1,44.1
Gujarat,Banaskantha,banaskantha_gujarat,overweight,0.7,1.2
Gujarat,Bharuch,bharuch_gujarat,stunting,41.5,40.9
Gujarat,Bharuch,bharuch_gujarat,wasting,7.6,8
Gujarat,Bharuch,bharuch_gujarat,underweight,44.2,45.5
Gujarat,Bharuch,bharuch_gujarat,overweight,0,4.7
Gujarat,Bhavnagar,bhavnagar_gujarat,stunting,38.5,32.6
Gujarat,Bhavnagar,bhavnagar_gujarat,wasting,9.5,6.3
Gujarat,Bhavnagar,bhavnagar_gujarat,underweight,39.3,39.5
Gujarat,Bhavnagar,bhavnagar_gujarat,overweight,1.9,1.8
Gujarat,Botad,botad_gujarat,stunting,38.5,32.2
Gujarat,Botad,botad_gujarat,wasting,9.5,9.6
Gujarat,Botad,botad_gujarat,underweight,39.3,32.3
Gujarat,Botad,botad_gujarat,overweight,1.9,5.8
Gujarat,Chhota Udaipur,chhota_udaipur_gujarat,stunting,38.5,48.6
Gujarat,Chhota Udaipur,chhota_udaipur_gujarat,wasting,9.5,13.8
Gujarat,Chhota Udaipur,chhota_udaipur_gujarat,underweight,39.3,48.1
Gujarat,Chhota Udaipur,chhota_udaipur_gujarat,overweight,1.9,4.8
Gujarat,Dahod,dahod_gujarat,stunting,44.4,55.3
Gujarat,Dahod,dahod_gujarat,wasting,7.8,13.4
Gujarat,Dahod,dahod_gujarat,underweight,50.8,53
Gujarat,Dahod,dahod_gujarat,overweight,0.5,5.8
Gujarat,Devbhumi Dwarka,devbhumi_dwarka_gujarat,stunting,38.5,30.2
Gujarat,Devbhumi Dwarka,devbhumi_dwarka_gujarat,wasting,9.5,17.2
Gujarat,Devbhumi Dwarka,devbhumi_dwarka_gujarat,underweight,39.3,36.2
Gujarat,Devbhumi Dwarka,devbhumi_dwarka_gujarat,overweight,1.9,4.9
Gujarat,Gandhinagar,gandhinagar_gujarat,stunting,36.5,38.1
Gujarat,Gandhinagar,gandhinagar_gujarat,wasting,10.2,9.9
Gujarat,Gandhinagar,gandhinagar_gujarat,underweight,42.7,44.6
Gujarat,Gandhinagar,gandhinagar_gujarat,overweight,0.3,0.5
Gujarat,Gir Somnath,gir_somnath_gujarat,stunting,38.5,44.4
Gujarat,Gir Somnath,gir_somnath_gujarat,wasting,9.5,4.9
Gujarat,Gir Somnath,gir_somnath_gujarat,underweight,39.3,30.3
Gujarat,Gir Somnath,gir_somnath_gujarat,overweight,1.9,5
Gujarat,Jamnagar,jamnagar_gujarat,stunting,38.5,28.4
Gujarat,Jamnagar,jamnagar_gujarat,wasting,9.5,12.5
Gujarat,Jamnagar,jamnagar_gujarat,underweight,39.3,28.9
Gujarat,Jamnagar,jamnagar_gujarat,overweight,1.9,3.6
Gujarat,Junagadh,junagadh_gujarat,stunting,38.5,37.3
Gujarat,Junagadh,junagadh_gujarat,wasting,9.5,7.1
Gujarat,Junagadh,junagadh_gujarat,underweight,39.3,26.4
Gujarat,Junagadh,junagadh_gujarat,overweight,1.9,4.4
Gujarat,Kachchh,kachchh_gujarat,stunting,40.8,37.5
Gujarat,Kachchh,kachchh_gujarat,wasting,15.5,10.6
Gujarat,Kachchh,kachchh_gujarat,underweight,39,33.4
Gujarat,Kachchh,kachchh_gujarat,overweight,1.6,2.6
Gujarat,Kheda,kheda_gujarat,stunting,38.5,37.3
Gujarat,Kheda,kheda_gujarat,wasting,9.5,12.1
Gujarat,Kheda,kheda_gujarat,underweight,39.3,39.5
Gujarat,Kheda,kheda_gujarat,overweight,1.9,2.5
Gujarat,Mahesana,mahesana_gujarat,stunting,40.5,31
Gujarat,Mahesana,mahesana_gujarat,wasting,11.6,12
Gujarat,Mahesana,mahesana_gujarat,underweight,41.9,41.4
Gujarat,Mahesana,mahesana_gujarat,overweight,1.3,1.5
Gujarat,Mahisagar,mahisagar_gujarat,stunting,38.5,43.4
Gujarat,Mahisagar,mahisagar_gujarat,wasting,9.5,12
Gujarat,Mahisagar,mahisagar_gujarat,underweight,39.3,49
Gujarat,Mahisagar,mahisagar_gujarat,overweight,1.9,2.6
Gujarat,Morbi,morbi_gujarat,stunting,38.5,32.9
Gujarat,Morbi,morbi_gujarat,wasting,9.5,12.5
Gujarat,Morbi,morbi_gujarat,underweight,39.3,32.3
Gujarat,Morbi,morbi_gujarat,overweight,1.9,4
Gujarat,Narmada,narmada_gujarat,stunting,47.4,47.2
Gujarat,Narmada,narmada_gujarat,wasting,12.7,9.9
Gujarat,Narmada,narmada_gujarat,underweight,53.6,52.8
Gujarat,Narmada,narmada_gujarat,overweight,1,3.1
Gujarat,Navsari,navsari_gujarat,stunting,38.9,36.8
Gujarat,Navsari,navsari_gujarat,wasting,5.7,9.3
Gujarat,Navsari,navsari_gujarat,underweight,37.4,43.6
Gujarat,Navsari,navsari_gujarat,overweight,0,3.4
Gujarat,Panchmahal,panchmahal_gujarat,stunting,38.5,47.1
Gujarat,Panchmahal,panchmahal_gujarat,wasting,9.5,19.7
Gujarat,Panchmahal,panchmahal_gujarat,underweight,39.3,51.9
Gujarat,Panchmahal,panchmahal_gujarat,overweight,1.9,3.4
Gujarat,Patan,patan_gujarat,stunting,37.6,50.5
Gujarat,Patan,patan_gujarat,wasting,9.2,6.5
Gujarat,Patan,patan_gujarat,underweight,38.4,42.3
Gujarat,Patan,patan_gujarat,overweight,1.2,3.1
Gujarat,Porbandar,porbandar_gujarat,stunting,22.6,18.2
Gujarat,Porbandar,porbandar_gujarat,wasting,10.6,14.2
Gujarat,Porbandar,porbandar_gujarat,underweight,27.7,25.5
Gujarat,Porbandar,porbandar_gujarat,overweight,2.3,3.9
Gujarat,Rajkot,rajkot_gujarat,stunting,38.5,38.9
Gujarat,Rajkot,rajkot_gujarat,wasting,9.5,7.3
Gujarat,Rajkot,rajkot_gujarat,underweight,39.3,37
Gujarat,Rajkot,rajkot_gujarat,overweight,1.9,8.1
Gujarat,Sabarkantha,sabarkantha_gujarat,stunting,38.5,37
Gujarat,Sabarkantha,sabarkantha_gujarat,wasting,9.5,16.6
Gujarat,Sabarkantha,sabarkantha_gujarat,underweight,39.3,41
Gujarat,Sabarkantha,sabarkantha_gujarat,overweight,1.9,4.9
Gujarat,Surat,surat_gujarat,stunting,30,36.1
Gujarat,Surat,surat_gujarat,wasting,8.1,14.7
Gujarat,Surat,surat_gujarat,underweight,36.1,32.5
Gujarat,Surat,surat_gujarat,overweight,2.9,5.3
Gujarat,Surendranagar,surendranagar_gujarat,stunting,38.5,39.2
Gujarat,Surendranagar,surendranagar_gujarat,wasting,9.5,8.8
Gujarat,Surendranagar,surendranagar_gujarat,underweight,39.3,41.8
Gujarat,Surendranagar,surendranagar_gujarat,overweight,1.9,5.2
Gujarat,Tapi,tapi_gujarat,stunting,35.9,41.7
Gujarat,Tapi,tapi_gujarat,wasting,9.6,17.1
Gujarat,Tapi,tapi_gujarat,underweight,42.4,51.8
Gujarat,Tapi,tapi_gujarat,overweight,1.2,1.9
Gujarat,The Dangs,the_dangs_gujarat,stunting,48.1,37.6
Gujarat,The Dangs,the_dangs_gujarat,wasting,18.9,22.2
Gujarat,The Dangs,the_dangs_gujarat,underweight,60,53.1
Gujarat,The Dangs,the_dangs_gujarat,overweight,2.3,1.1
Gujarat,Vadodara,vadodara_gujarat,stunting,38.5,42.3
Gujarat,Vadodara,vadodara_gujarat,wasting,9.5,5.2
Gujarat,Vadodara,vadodara_gujarat,underweight,39.3,39.9
Gujarat,Vadodara,vadodara_gujarat,overweight,1.9,6.4
Gujarat,Valsad,valsad_gujarat,stunting,43.3,37.8
Gujarat,Valsad,valsad_gujarat,wasting,11.9,9.1
Gujarat,Valsad,valsad_gujarat,underweight,41.9,34.8
Gujarat,Valsad,valsad_gujarat,overweight,3.9,0.3
Himachal Pradesh,Bilaspur,bilaspur_himachal_pradesh,stunting,27.2,40.1
Himachal Pradesh,Bilaspur,bilaspur_himachal_pradesh,wasting,4.5,2.8
Himachal Pradesh,Bilaspur,bilaspur_himachal_pradesh,underweight,23.4,38.8
Himachal Pradesh,Bilaspur,bilaspur_himachal_pradesh,overweight,1.6,5
Himachal Pradesh,Chamba,chamba_himachal_pradesh,stunting,29.9,42.6
Himachal Pradesh,Chamba,chamba_himachal_pradesh,wasting,4.8,5.8
Himachal Pradesh,Chamba,chamba_himachal_pradesh,underweight,22.5,26
Himachal Pradesh,Chamba,chamba_himachal_pradesh,overweight,2.4,9
Himachal Pradesh,Hamirpur,hamirpur_himachal_pradesh,stunting,29.3,27.3
Himachal Pradesh,Hamirpur,hamirpur_himachal_pradesh,wasting,5,4.9
Himachal Pradesh,Hamirpur,hamirpur_himachal_pradesh,underweight,19.4,23.6
Himachal Pradesh,Hamirpur,hamirpur_himachal_pradesh,overweight,3.3,0.8
Himachal Pradesh,Kangra,kangra_himachal_pradesh,stunting,25.6,28
Himachal Pradesh,Kangra,kangra_himachal_pradesh,wasting,2.4,7.7
Himachal Pradesh,Kangra,kangra_himachal_pradesh,underweight,23.3,32
Himachal Pradesh,Kangra,kangra_himachal_pradesh,overweight,1,2.3
Himachal Pradesh,Kinnaur,kinnaur_himachal_pradesh,stunting,18.4,32.2
Himachal Pradesh,Kinnaur,kinnaur_himachal_pradesh,wasting,5.4,4.3
Himachal Pradesh,Kinnaur,kinnaur_himachal_pradesh,underweight,15.9,18.9
Himachal Pradesh,Kinnaur,kinnaur_himachal_pradesh,overweight,2.4,9
Himachal Pradesh,Kullu,kullu_himachal_pradesh,stunting,19,35.9
Himachal Pradesh,Kullu,kullu_himachal_pradesh,wasting,5.4,5.8
Himachal Pradesh,Kullu,kullu_himachal_pradesh,underweight,11,25.6
Himachal Pradesh,Kullu,kullu_himachal_pradesh,overweight,2.5,11.2
