state,district,district_unique,indicator,nfhs4,nfhs5
Uttar Pradesh,Sant Kabeer Nagar,sant_kabeer_nagar_uttar_pradesh,stunting,50.5,42.3
Uttar Pradesh,Sant Kabeer Nagar,sant_kabeer_nagar_uttar_pradesh,wasting,2.5,8.8
Uttar Pradesh,Sant Kabeer Nagar,sant_kabeer_nagar_uttar_pradesh,underweight,36.5,34.2
Uttar Pradesh,Sant Kabeer Nagar,sant_kabeer_nagar_uttar_pradesh,overweight,1.1,2.9
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),sant_ravidas_nagar_bhadohi_uttar_pradesh,stunting,51.4,42.7
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),sant_ravidas_nagar_bhadohi_uttar_pradesh,wasting,8,2.4
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),sant_ravidas_nagar_bhadohi_uttar_pradesh,underweight,49.1,26.5
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),sant_ravidas_nagar_bhadohi_uttar_pradesh,overweight,1,2.3
Uttar Pradesh,Shahjahanpur,shahjahanpur_uttar_pradesh,stunting,49.3,44.5
Uttar Pradesh,Shahjahanpur,shahjahanpur_uttar_pradesh,wasting,5.9,8.1
Uttar Pradesh,Shahjahanpur,shahjahanpur_uttar_pradesh,underweight,54.3,34.7
Uttar Pradesh,Shahjahanpur,shahjahanpur_uttar_pradesh,overweight,0.9,3.2
Uttar Pradesh,Shamli,shamli_uttar_pradesh,stunting,46.3,28.6
Uttar Pradesh,Shamli,shamli_uttar_pradesh,wasting,6,13.2
Uttar Pradesh,Shamli,shamli_uttar_pradesh,underweight,39.5,27.5
Uttar Pradesh,Shamli,shamli_uttar_pradesh,overweight,1.5,2.1
Uttar Pradesh,Shravasti,shravasti_uttar_pradesh,stunting,63.5,50.9
Uttar Pradesh,Shravasti,shravasti_uttar_pradesh,wasting,3.1,9.3
Uttar Pradesh,Shravasti,shravasti_uttar_pradesh,underweight,39.2,40.8
Uttar Pradesh,Shravasti,shravasti_uttar_pradesh,overweight,2.3,3.3
Uttar Pradesh,Siddharthnagar,siddharthnagar_uttar_pradesh,stunting,57.9,37.2
Uttar Pradesh,Siddharthnagar,siddharthnagar_uttar_pradesh,wasting,4.4,14.5
Uttar Pradesh,Siddharthnagar,siddharthnagar_uttar_pradesh,underweight,43.5,36.3
Uttar Pradesh,Siddharthnagar,siddharthnagar_uttar_pradesh,overweight,1,2.8
Uttar Pradesh,Sitapur,sitapur_uttar_pradesh,stunting,56.4,47.8
Uttar Pradesh,Sitapur,sitapur_uttar_pradesh,wasting,5.6,6.5
Uttar Pradesh,Sitapur,sitapur_uttar_pradesh,underweight,48.6,37.9
Uttar Pradesh,Sitapur,sitapur_uttar_pradesh,overweight,1.3,2.9
Uttar Pradesh,Sonbhadra,sonbhadra_uttar_pradesh,stunting,45.9,38.3
Uttar Pradesh,Sonbhadra,sonbhadra_uttar_pradesh,wasting,7,17.4
Uttar Pradesh,Sonbhadra,sonbhadra_uttar_pradesh,underweight,46.4,46.5
Uttar Pradesh,Sonbhadra,sonbhadra_uttar_pradesh,overweight,2.7,0.9
Uttar Pradesh,Sultanpur,sultanpur_uttar_pradesh,stunting,46.3,33.4
Uttar Pradesh,Sultanpur,sultanpur_uttar_pradesh,wasting,6,2.5
Uttar Pradesh,Sultanpur,sultanpur_uttar_pradesh,underweight,39.5,28.3
Uttar Pradesh,Sultanpur,sultanpur_uttar_pradesh,overweight,1.5,1.4
Uttar Pradesh,Unnao,unnao_uttar_pradesh,stunting,46.5,39.2
Uttar Pradesh,Unnao,unnao_uttar_pradesh,wasting,2.6,5.1
Uttar Pradesh,Unnao,unnao_uttar_pradesh,underweight,34.3,29.3
Uttar Pradesh,Unnao,unnao_uttar_pradesh,overweight,2.5,7.5
Uttar Pradesh,Varanasi,varanasi_uttar_pradesh,stunting,44.7,37.4
Uttar Pradesh,Varanasi,varanasi_uttar_pradesh,wasting,8.1,13.3
Uttar Pradesh,Varanasi,varanasi_uttar_pradesh,underweight,45.4,39
Uttar Pradesh,Varanasi,varanasi_uttar_pradesh,overweight,0.9,3.1
Uttarakhand,Almora,almora_uttarakhand,stunting,32.9,26
Uttarakhand,Almora,almora_uttarakhand,wasting,7.7,6.1
Uttarakhand,Almora,almora_uttarakhand,underweight,22.5,22.9
Uttarakhand,Almora,almora_uttarakhand,overweight,4.1,4.4
Uttarakhand,Bageshwar,bageshwar_uttarakhand,stunting,25.1,23.6
Uttarakhand,Bageshwar,bageshwar_uttarakhand,wasting,13.5,3.7
Uttarakhand,Bageshwar,bageshwar_uttarakhand,underweight,27.2,11.9
Uttarakhand,Bageshwar,bageshwar_uttarakhand,overweight,3.9,3.5
Uttarakhand,Chamoli,chamoli_uttarakhand,stunting,33.7,34.1
Uttarakhand,Chamoli,chamoli_uttarakhand,wasting,7.2,5
Uttarakhand,Chamoli,chamoli_uttarakhand,underweight,22.3,21.6
Uttarakhand,Chamoli,chamoli_uttarakhand,overweight,2.2,7.5
Uttarakhand,Champawat,champawat_uttarakhand,stunting,30.5,24.9
Uttarakhand,Champawat,champawat_uttarakhand,wasting,6.1,5.8
Uttarakhand,Champawat,champawat_uttarakhand,underweight,21.2,15.3
Uttarakhand,Champawat,champawat_uttarakhand,overweight,5.4,4.7
Uttarakhand,Dehradun,dehradun_uttarakhand,stunting,28.5,20.9
Uttarakhand,Dehradun,dehradun_uttarakhand,wasting,12,2.4
Uttarakhand,Dehradun,dehradun_uttarakhand,underweight,30.7,19.1
Uttarakhand,Dehradun,dehradun_uttarakhand,overweight,4,3.8
Uttarakhand,Haridwar,haridwar_uttarakhand,stunting,39.1,31.1
Uttarakhand,Haridwar,haridwar_uttarakhand,wasting,5.3,6.4
Uttarakhand,Haridwar,haridwar_uttarakhand,underweight,24.7,27
Uttarakhand,Haridwar,haridwar_uttarakhand,overweight,2.8,4
Uttarakhand,Nainital,nainital_uttarakhand,stunting,32.1,23.2
Uttarakhand,Nainital,nainital_uttarakhand,wasting,3.7,5.9
Uttarakhand,Nainital,nainital_uttarakhand,underweight,17,14.8
Uttarakhand,Nainital,nainital_uttarakhand,overweight,4.9,7.5
Uttarakhand,Pauri Garhwal,pauri_garhwal_uttarakhand,stunting,22.9,30
Uttarakhand,Pauri Garhwal,pauri_garhwal_uttarakhand,wasting,18.1,5
Uttarakhand,Pauri Garhwal,pauri_garhwal_uttarakhand,underweight,27.9,18.8
Uttarakhand,Pauri Garhwal,pauri_garhwal_uttarakhand,overweight,2.2,4.7
Uttarakhand,Pithoragarh,pithoragarh_uttarakhand,stunting,30.6,25.6
Uttarakhand,Pithoragarh,pithoragarh_uttarakhand,wasting,9.2,6.9
Uttarakhand,Pithoragarh,pithoragarh_uttarakhand,underweight,16.6,20.6
Uttarakhand,Pithoragarh,pithoragarh_uttarakhand,overweight,7.2,4.4
Uttarakhand,Rudraprayag,rudraprayag_uttarakhand,stunting,29.9,25.2
Uttarakhand,Rudraprayag,rudraprayag_uttarakhand,wasting,7.5,2.4
Uttarakhand,Rudraprayag,rudraprayag_uttarakhand,underweight,25.9,10.9
Uttarakhand,Rudraprayag,rudraprayag_uttarakhand,overweight,3.6,4.2
Uttarakhand,Tehri Garhwal,tehri_garhwal_uttarakhand,stunting,30.1,29.3
Uttarakhand,Tehri Garhwal,tehri_garhwal_uttarakhand,wasting,28.1,5.2
Uttarakhand,Tehri Garhwal,tehri_garhwal_uttarakhand,underweight,44.2,20.7
Uttarakhand,Tehri Garhwal,tehri_garhwal_uttarakhand,overweight,2.1,2.2
Uttarakhand,Udam Singh Nagar,udam_singh_nagar_uttarakhand,stunting,37.9,26.8
Uttarakhand,Udam Singh Nagar,udam_singh_nagar_uttarakhand,wasting,3.5,3.1
Uttarakhand,Udam Singh Nagar,udam_singh_nagar_uttarakhand,underweight,27,22
Uttarakhand,Udam Singh Nagar,udam_singh_nagar_uttarakhand,overweight,2.9,2.4
Uttarakhand,Uttarkashi,uttarkashi_uttarakhand,stunting,35.2,34.1
Uttarakhand,Uttarkashi,uttarkashi_uttarakhand,wasting,23.6,5.4
Uttarakhand,Uttarkashi,uttarkashi_uttarakhand,underweight,40.3,23.5
Uttarakhand,Uttarkashi,uttarkashi_uttarakhand,overweight,4.3,2.7
West Bengal,Bankura,bankura_west_bengal,stunting,34,30.3
West Bengal,Bankura,bankura_west_bengal,wasting,7.8,8.3
West Bengal,Bankura,bankura_west_bengal,underweight,39.8,38.8
West Bengal,Bankura,bankura_west_bengal,overweight,1.2,1.9
West Bengal,Birbhum,birbhum_west_bengal,stunting,40.5,37
West Bengal,Birbhum,birbhum_west_bengal,wasting,10.1,5.6
West Bengal,Birbhum,birbhum_west_bengal,underweight,43.1,41.8
West Bengal,Birbhum,birbhum_west_bengal,overweight,1.3,3.4
West Bengal,Dakshin Dinajpur,dakshin_dinajpur_west_bengal,stunting,32.9,31.9
West Bengal,Dakshin Dinajpur,dakshin_dinajpur_west_bengal,wasting,4.3,9.6
West Bengal,Dakshin Dinajpur,dakshin_dinajpur_west_bengal,underweight,28.1,30.2
West Bengal,Dakshin Dinajpur,dakshin_dinajpur_west_bengal,overweight,4.4,3.9
West Bengal,Darjeeling,darjeeling_west_bengal,stunting,29.1,34.3
West Bengal,Darjeeling,darjeeling_west_bengal,wasting,3.7,11.6
West Bengal,Darjeeling,darjeeling_west_bengal,underweight,25.7,31.6
West Bengal,Darjeeling,darjeeling_west_bengal,overweight,4.1,8.2
West Bengal,Howrah,howrah_west_bengal,stunting,34.6,27.5
West Bengal,Howrah,howrah_west_bengal,wasting,4.4,10.5
West Bengal,Howrah,howrah_west_bengal,underweight,28.4,27.3
West Bengal,Howrah,howrah_west_bengal,overweight,1.9,4.6
West Bengal,Hooghly,hooghly_west_bengal,stunting,30.1,28.9
West Bengal,Hooghly,hooghly_west_bengal,wasting,4.7,5
West Bengal,Hooghly,hooghly_west_bengal,underweight,28.7,33.4
West Bengal,Hooghly,hooghly_west_bengal,overweight,3,5.2
West Bengal,Jalpaiguri,jalpaiguri_west_bengal,stunting,31.2,28.9
West Bengal,Jalpaiguri,jalpaiguri_west_bengal,wasting,7.6,7.3
West Bengal,Jalpaiguri,jalpaiguri_west_bengal,underweight,24.6,25.4
West Bengal,Jalpaiguri,jalpaiguri_west_bengal,overweight,3.9,5.5
West Bengal,Koch Bihar,koch_bihar_west_bengal,stunting,32.9,28.7
West Bengal,Koch Bihar,koch_bihar_west_bengal,wasting,7.8,5.2
West Bengal,Koch Bihar,koch_bihar_west_bengal,underweight,29.3,22.5
West Bengal,Koch Bihar,koch_bihar_west_bengal,overweight,2.6,2.3
West Bengal,Kolkata,kolkata_west_bengal,stunting,24.2,29.6
West Bengal,Kolkata,kolkata_west_bengal,wasting,4.7,16.9
West Bengal,Kolkata,kolkata_west_bengal,underweight,19.6,32.9
West Bengal,Kolkata,kolkata_west_bengal,overweight,5.1,6
West Bengal,Maldah,maldah_west_bengal,stunting,37.8,40.5
West Bengal,Maldah,maldah_west_bengal,wasting,8.9,6.3
West Bengal,Maldah,maldah_west_bengal,underweight,37.2,35.3
West Bengal,Maldah,maldah_west_bengal,overweight,0.9,3.3
West Bengal,Murshidabad,murshidabad_west_bengal,stunting,41.9,39.8
West Bengal,Murshidabad,murshidabad_west_bengal,wasting,4.6,3.7
West Bengal,Murshidabad,murshidabad_west_bengal,underweight,34.6,32.4
West Bengal,Murshidabad,murshidabad_west_bengal,overweight,2.4,3.6
West Bengal,Nadia,nadia_west_bengal,stunting,23.3,26.1
West Bengal,Nadia,nadia_west_bengal,wasting,2.4,7.5
West Bengal,Nadia,nadia_west_bengal,underweight,19.3,25.1
West Bengal,Nadia,nadia_west_bengal,overweight,1.4,3
West Bengal,North Twenty Four Parganas,north_twenty_four_parganas_west_bengal,stunting,23.8,32.4
West Bengal,North Twenty Four Parganas,north_twenty_four_parganas_west_bengal,wasting,6.2,5
West Bengal,North Twenty Four Parganas,north_twenty_four_parganas_west_bengal,underweight,18.3,23.6
West Bengal,North Twenty Four Parganas,north_twenty_four_parganas_west_bengal,overweight,3.1,6.5
West Bengal,Paschim Barddhaman,paschim_barddhaman_west_bengal,stunting,32.5,39.7
West Bengal,Paschim Barddhaman,paschim_barddhaman_west_bengal,wasting,6.5,8
West Bengal,Paschim Barddhaman,paschim_barddhaman_west_bengal,underweight,31.6,41
West Bengal,Paschim Barddhaman,paschim_barddhaman_west_bengal,overweight,2.1,3.1
West Bengal,Paschim Medinipur,paschim_medinipur_west_bengal,stunting,29.4,31.1
West Bengal,Paschim Medinipur,paschim_medinipur_west_bengal,wasting,9.1,9.6
West Bengal,Paschim Medinipur,paschim_medinipur_west_bengal,underweight,40.3,40
West Bengal,Paschim Medinipur,paschim_medinipur_west_bengal,overweight,2,1.7
West Bengal,Purba Barddhaman,purba_barddhaman_west_bengal,stunting,32.5,32.7
West Bengal,Purba Barddhaman,purba_barddhaman_west_bengal,wasting,6.5,5.4
West Bengal,Purba Barddhaman,purba_barddhaman_west_bengal,underweight,31.6,31.6
West Bengal,Purba Barddhaman,purba_barddhaman_west_bengal,overweight,2.1,3
West Bengal,Purba Medinipur,purba_medinipur_west_bengal,stunting,29.9,25.8
West Bengal,Purba Medinipur,purba_medinipur_west_bengal,wasting,5.7,3
West Bengal,Purba Medinipur,purba_medinipur_west_bengal,underweight,32.8,30.6
West Bengal,Purba Medinipur,purba_medinipur_west_bengal,overweight,1,3.1
West Bengal,Puruliya,puruliya_west_bengal,stunting,45.5,36.9
West Bengal,Puruliya,puruliya_west_bengal,wasting,11.3,7.9
West Bengal,Puruliya,puruliya_west_bengal,underweight,58.2,46.3
West Bengal,Puruliya,puruliya_west_bengal,overweight,1.1,1
West Bengal,South Twenty Four Parganas,south_twenty_four_parganas_west_bengal,stunting,27.3,36.7
West Bengal,South Twenty Four Parganas,south_twenty_four_parganas_west_bengal,wasting,5.9,11.8
West Bengal,South Twenty Four Parganas,south_twenty_four_parganas_west_bengal,underweight,27.8,32.2
West Bengal,South Twenty Four Parganas,south_twenty_four_parganas_west_bengal,overweight,0.6,7
West Bengal,Uttar Dinajpur,uttar_dinajpur_west_bengal,stunting,40.4,44.8
West Bengal,Uttar Dinajpur,uttar_dinajpur_west_bengal,wasting,5.6,7.2
West Bengal,Uttar Dinajpur,uttar_dinajpur_west_bengal,underweight,34.7,32
West Bengal,Uttar Dinajpur,uttar_dinajpur_west_bengal,overweight,2,7.1
Chandigarh,Chandigarh,chandigarh_chandigarh,stunting,28.7,25.2
Chandigarh,Chandigarh,chandigarh_chandigarh,wasting,3.9,2.4
Chandigarh,Chandigarh,chandigarh_chandigarh,underweight,24.5,20.2
Chandigarh,Chandigarh,chandigarh_chandigarh,overweight,1.1,1.9
Lakshadweep,Lakshadweep,lakshadweep_lakshadweep,stunting,26.8,32
Lakshadweep,Lakshadweep,lakshadweep_lakshadweep,wasting,13.7,17.4
Lakshadweep,Lakshadweep,lakshadweep_lakshadweep,underweight,23.6,25.8
Lakshadweep,Lakshadweep,lakshadweep_lakshadweep,overweight,1.6,10.5
Telangana,mulugu,mulugu_telangana,overweight,0.7,3.2161290322580647
Telangana,mulugu,mulugu_telangana,stunting,28,33.17741935483871
Telangana,mulugu,mulugu_telangana,underweight,28.4,32.76774193548387
Telangana,mulugu,mulugu_telangana,wasting,4.8,8.661290322580646
Madhya Pradesh,vidisha,vidisha_madhya_pradesh,overweight,1.492,1.97
Madhya Pradesh,vidisha,vidisha_madhya_pradesh,stunting,41.906,35.352
Madhya Pradesh,vidisha,vidisha_madhya_pradesh,underweight,43.21,33.156
Madhya Pradesh,vidisha,vidisha_madhya_pradesh,wasting,9.47,6.754
West Bengal,alipurduar,alipurduar_west_bengal,overweight,2.31,4.17
West Bengal,alipurduar,alipurduar_west_bengal,stunting,32.69,33.18
West Bengal,alipurduar,alipurduar_west_bengal,underweight,31.685000000000002,32.7
West Bengal,alipurduar,alipurduar_west_bengal,wasting,6.39,7.77
Manipur,kamjong,kamjong_manipur,overweight,3.4,3.8444444444444446
Manipur,kamjong,kamjong_manipur,stunting,30.955555555555556,24.622222222222224
Manipur,kamjong,kamjong_manipur,underweight,13.744444444444444,13.766666666666667
Manipur,kamjong,kamjong_manipur,wasting,2.511111111111111,3.7222222222222223
Manipur,kakching,kakching_manipur,overweight,3.4,3.8444444444444446
Manipur,kakching,kakching_manipur,stunting,30.955555555555556,24.622222222222224
Manipur,kakching,kakching_manipur,underweight,13.744444444444444,13.766666666666667
Manipur,kakching,kakching_manipur,wasting,2.511111111111111,3.7222222222222223
Manipur,kangpokpi,kangpokpi_manipur,overweight,3.4,3.8444444444444446
Manipur,kangpokpi,kangpokpi_manipur,stunting,30.955555555555556,24.622222222222224
Manipur,kangpokpi,kangpokpi_manipur,underweight,13.744444444444444,13.766666666666667
Manipur,kangpokpi,kangpokpi_manipur,wasting,2.511111111111111,3.7222222222222223
Manipur,tengnoupal,tengnoupal_manipur,overweight,3.4,3.8444444444444446
Manipur,tengnoupal,tengnoupal_manipur,stunting,30.955555555555556,24.622222222222224
Manipur,tengnoupal,tengnoupal_manipur,underweight,13.744444444444444,13.766666666666667
Manipur,tengnoupal,tengnoupal_manipur,wasting,2.511111111111111,3.7222222222222223
West Bengal,kalimpong,kalimpong_west_bengal,overweight,2.31,4.17
West Bengal,kalimpong,kalimpong_west_bengal,stunting,32.69,33.18
West Bengal,kalimpong,kalimpong_west_bengal,underweight,31.685000000000002,32.7
West Bengal,kalimpong,kalimpong_west_bengal,wasting,6.39,7.77
West Bengal,jhargram,jhargram_west_bengal,overweight,2.31,4.17
West Bengal,jhargram,jhargram_west_bengal,stunting,32.69,33.18
West Bengal,jhargram,jhargram_west_bengal,underweight,31.685000000000002,32.7
West Bengal,jhargram,jhargram_west_bengal,wasting,6.39,7.77
Manipur,jiribam,jiribam_manipur,overweight,3.4,3.8444444444444446
Manipur,jiribam,jiribam_manipur,stunting,30.955555555555556,24.622222222222224
Manipur,jiribam,jiribam_manipur,underweight,13.744444444444444,13.766666666666667
Manipur,jiribam,jiribam_manipur,wasting,2.511111111111111,3.7222222222222223
Manipur,noney,noney_manipur,overweight,3.4,3.8444444444444446
Manipur,noney,noney_manipur,stunting,30.955555555555556,24.622222222222224
Manipur,noney,noney_manipur,underweight,13.744444444444444,13.766666666666667
Manipur,noney,noney_manipur,wasting,2.511111111111111,3.7222222222222223
Manipur,pherzawl,pherzawl_manipur,overweight,3.4,3.8444444444444446
Manipur,pherzawl,pherzawl_manipur,stunting,30.955555555555556,24.622222222222224
Manipur,pherzawl,pherzawl_manipur,underweight,13.744444444444444,13.766666666666667
Manipur,pherzawl,pherzawl_manipur,wasting,2.511111111111111,3.7222222222222223
Arunachal Pradesh,lower_siang,lower_siang_arunachal_pradesh,overweight,5.6850000000000005,10.09
Arunachal Pradesh,lower_siang,lower_siang_arunachal_pradesh,stunting,28.54,26.75
Arunachal Pradesh,lower_siang,lower_siang_arunachal_pradesh,underweight,17.115,14.115
Arunachal Pradesh,lower_siang,lower_siang_arunachal_pradesh,wasting,8.045,6.685
Telangana,narayanpet,narayanpet_telangana,overweight,0.7,3.2161290322580647
Telangana,narayanpet,narayanpet_telangana,stunting,28,33.17741935483871
Telangana,narayanpet,narayanpet_telangana,underweight,28.4,32.76774193548387
Telangana,narayanpet,narayanpet_telangana,wasting,4.8,8.661290322580646
Arunachal Pradesh,shi_yomi,shi_yomi_arunachal_pradesh,overweight,5.6850000000000005,10.09
Arunachal Pradesh,shi_yomi,shi_yomi_arunachal_pradesh,stunting,28.54,26.75
Arunachal Pradesh,shi_yomi,shi_yomi_arunachal_pradesh,underweight,17.115,14.115
Arunachal Pradesh,shi_yomi,shi_yomi_arunachal_pradesh,wasting,8.045,6.685
Arunachal Pradesh,pakke_kessang,pakke_kessang_arunachal_pradesh,overweight,5.6850000000000005,10.09
Arunachal Pradesh,pakke_kessang,pakke_kessang_arunachal_pradesh,stunting,28.54,26.75
Arunachal Pradesh,pakke_kessang,pakke_kessang_arunachal_pradesh,underweight,17.115,14.115
Arunachal Pradesh,pakke_kessang,pakke_kessang_arunachal_pradesh,wasting,8.045,6.685
Arunachal Pradesh,lepa_rada,lepa_rada_arunachal_pradesh,overweight,5.6850000000000005,10.09
Arunachal Pradesh,lepa_rada,lepa_rada_arunachal_pradesh,stunting,28.54,26.75
Arunachal Pradesh,lepa_rada,lepa_rada_arunachal_pradesh,underweight,17.115,14.115
Arunachal Pradesh,lepa_rada,lepa_rada_arunachal_pradesh,wasting,8.045,6.685
Arunachal Pradesh,kamle,kamle_arunachal_pradesh,overweight,5.6850000000000005,10.09
Arunachal Pradesh,kamle,kamle_arunachal_pradesh,stunting,28.54,26.75
Arunachal Pradesh,kamle,kamle_arunachal_pradesh,underweight,17.115,14.115
Arunachal Pradesh,kamle,kamle_arunachal_pradesh,wasting,8.045,6.685
Jammu & Kashmir,muzaffarabad,muzaffarabad_jammu_kashmir,overweight,5.05,10.695
Jammu & Kashmir,muzaffarabad,muzaffarabad_jammu_kashmir,stunting,27.12,26.15
Jammu & Kashmir,muzaffarabad,muzaffarabad_jammu_kashmir,underweight,15.74,21.065
Jammu & Kashmir,muzaffarabad,muzaffarabad_jammu_kashmir,wasting,5.11,9.77
Jammu & Kashmir,mirpur,mirpur_jammu_kashmir,overweight,5.05,10.695
Jammu & Kashmir,mirpur,mirpur_jammu_kashmir,stunting,27.12,26.15
Jammu & Kashmir,mirpur,mirpur_jammu_kashmir,underweight,15.74,21.065
Jammu & Kashmir,mirpur,mirpur_jammu_kashmir,wasting,5.11,9.77
